# Fault-code wording of our own, for the codes SAE J2012 defines.
#
# Three tab-separated columns: the code, then Ukrainian, then Russian. The
# text is written from what the standard code means, not translated from any
# manufacturer's phrasing, so nothing in this file is derived from SDD. The
# English a user sees still comes from the loaded library; these two columns
# are what the interface shows when it is set to Ukrainian or Russian, and
# the original English stays beside them and in every report.
#
# Only codes the standard defines belong here — the generic ranges P0, P2,
# P34-P39, U0, B0, C0. A manufacturer-specific code's wording is the
# manufacturer's text and is never carried in this repository.
#
# Lines starting with # are ignored. Codes must be unique and sorted.
B0155	Немає щитка приладів у шині CAN	Нет щитка приборов в шине CAN
B0300	Виключення вузла з мережі	Исключение узла из сети
C0020	Керування двигуном насоса ABS	Управление двигателем насоса ABS
C0030	Задавальний диск переднього лівого колеса	Задающий диск переднего левого колеса
C0031	Датчик швидкості переднього лівого колеса	Датчик скорости переднего левого колеса
C0032	Живлення датчика швидкості переднього лівого колеса	Питание датчика скорости переднего левого колеса
C0034	Датчик швидкості переднього правого колеса	Датчик скорости переднего правого колеса
C0035	Живлення датчика швидкості переднього правого колеса	Питание датчика скорости переднего правого колеса
C0037	Датчик швидкості заднього лівого колеса	Датчик скорости заднего левого колеса
C0038	Живлення датчика швидкості заднього лівого колеса	Питание датчика скорости заднего левого колеса
C003A	Датчик швидкості заднього правого колеса	Датчик скорости заднего правого колеса
C003B	Живлення датчика швидкості заднього правого колеса	Питание датчика скорости заднего правого колеса
C0040	Вимикач педалі гальма A	Выключатель педали тормоза A
C0047	Датчик тиску підсилювача гальм	Датчик давления усилителя тормозов
C0049	Гальмівна рідина	Тормозная жидкость
C004A	Датчик зносу гальмівних колодок	Датчик износа тормозных колодок
C0051	Датчик положення керма	Датчик положения руля
C0061	Датчик поперечного прискорення	Датчик поперечного ускорения
C0062	Датчик поздовжнього прискорення	Датчик продольного ускорения
C0063	Датчик кутової швидкості рискання	Датчик угловой скорости рыскания
C0064	Датчик кутової швидкості крену	Датчик угловой скорости крена
C006A	Багатовісний датчик прискорення	Многоосевой датчик ускорения
C0500	Коло датчика швидкості переднього лівого колеса розімкнене	Цепь датчика скорости переднего левого колеса разомкнута
C0501	Датчик швидкості переднього лівого колеса, діапазон або робота	Датчик скорости переднего левого колеса, диапазон или работа
C0502	Коло датчика швидкості переднього лівого колеса, низький рівень	Цепь датчика скорости переднего левого колеса, низкий уровень
C0503	Коло датчика швидкості переднього лівого колеса, високий рівень	Цепь датчика скорости переднего левого колеса, высокий уровень
C0504	Коло датчика швидкості переднього лівого колеса, переривчастий сигнал	Цепь датчика скорости переднего левого колеса, прерывистый сигнал
C0505	Невідповідність датчика швидкості переднього лівого колеса	Несоответствие датчика скорости переднего левого колеса
C0506	Коло датчика швидкості переднього правого колеса розімкнене	Цепь датчика скорости переднего правого колеса разомкнута
C0507	Датчик швидкості переднього правого колеса, діапазон або робота	Датчик скорости переднего правого колеса, диапазон или работа
C0508	Коло датчика швидкості переднього правого колеса, низький рівень	Цепь датчика скорости переднего правого колеса, низкий уровень
C0509	Коло датчика швидкості переднього правого колеса, високий рівень	Цепь датчика скорости переднего правого колеса, высокий уровень
C050A	Коло датчика швидкості переднього правого колеса, переривчастий сигнал	Цепь датчика скорости переднего правого колеса, прерывистый сигнал
C050B	Невідповідність датчика швидкості переднього правого колеса	Несоответствие датчика скорости переднего правого колеса
C050C	Коло датчика швидкості заднього лівого колеса розімкнене	Цепь датчика скорости заднего левого колеса разомкнута
C050D	Датчик швидкості заднього лівого колеса, діапазон або робота	Датчик скорости заднего левого колеса, диапазон или работа
C050E	Коло датчика швидкості заднього лівого колеса, низький рівень	Цепь датчика скорости заднего левого колеса, низкий уровень
C050F	Коло датчика швидкості заднього лівого колеса, високий рівень	Цепь датчика скорости заднего левого колеса, высокий уровень
C0510	Коло датчика швидкості заднього лівого колеса, переривчастий сигнал	Цепь датчика скорости заднего левого колеса, прерывистый сигнал
C0511	Невідповідність датчика швидкості заднього лівого колеса	Несоответствие датчика скорости заднего левого колеса
C0512	Коло датчика швидкості заднього правого колеса розімкнене	Цепь датчика скорости заднего правого колеса разомкнута
C0513	Датчик швидкості заднього правого колеса, діапазон або робота	Датчик скорости заднего правого колеса, диапазон или работа
C0514	Коло датчика швидкості заднього правого колеса, низький рівень	Цепь датчика скорости заднего правого колеса, низкий уровень
C0515	Коло датчика швидкості заднього правого колеса, високий рівень	Цепь датчика скорости заднего правого колеса, высокий уровень
C0516	Коло датчика швидкості заднього правого колеса, переривчастий сигнал	Цепь датчика скорости заднего правого колеса, прерывистый сигнал
C0517	Невідповідність датчика швидкості заднього правого колеса	Несоответствие датчика скорости заднего правого колеса
C051C	Багатовісний датчик прискорення A, діапазон або робота	Многоосевой датчик ускорения A, диапазон или работа
C0526	Блок датчика кута повороту керма	Блок датчика угла поворота руля
C0528	Блок датчика кута повороту керма, діапазон або робота	Блок датчика угла поворота руля, диапазон или работа
C052A	Невідповідність блока датчика кута повороту керма	Несоответствие блока датчика угла поворота руля
C052B	Керування двигуном насоса ABS, діапазон або робота	Управление двигателем насоса ABS, диапазон или работа
C052C	Коло керування двигуном насоса ABS розімкнене	Цепь управления двигателем насоса ABS разомкнута
C052E	Коло керування двигуном насоса ABS, низький рівень	Цепь управления двигателем насоса ABS, низкий уровень
C0533	Коло керування двигуном A, низький рівень	Цепь управления двигателем A, низкий уровень
C053B	Коло живлення клапанів ABS розімкнене	Цепь питания клапанов ABS разомкнута
C053C	Датчик швидкості колеса, діапазон або робота	Датчик скорости колеса, диапазон или работа
C053D	Датчик тиску гальм A, діапазон або робота	Датчик давления тормозов A, диапазон или работа
C053E	Коло датчика тиску гальм A, низький рівень	Цепь датчика давления тормозов A, низкий уровень
C053F	Коло датчика тиску гальм A, високий рівень	Цепь датчика давления тормозов A, высокий уровень
C0552	Датчик поздовжнього прискорення, діапазон або робота	Датчик продольного ускорения, диапазон или работа
C0555	Встановлено невідповідний датчик швидкості переднього лівого колеса	Установлен несоответствующий датчик скорости переднего левого колеса
C0556	Встановлено невідповідний датчик швидкості переднього правого колеса	Установлен несоответствующий датчик скорости переднего правого колеса
C0557	Встановлено невідповідний датчик швидкості заднього лівого колеса	Установлен несоответствующий датчик скорости заднего левого колеса
C0558	Встановлено невідповідний датчик швидкості заднього правого колеса	Установлен несоответствующий датчик скорости заднего правого колеса
C055B	Занизька напруга живлення двигуна насоса ABS	Слишком низкое напряжение питания двигателя насоса ABS
C0563	Робота блока ABS	Работа блока ABS
C0564	Занизька напруга живлення блока ABS	Слишком низкое напряжение питания блока ABS
C0565	Зависока напруга живлення блока ABS	Слишком высокое напряжение питания блока ABS
P0001	Коло керування регулятором об'єму пального розімкнене	Цепь управления регулятором объёма топлива разомкнута
P0002	Керування регулятором об'єму пального, діапазон або робота	Управление регулятором объёма топлива, диапазон или работа
P0003	Коло керування регулятором об'єму пального, низький рівень	Цепь управления регулятором объёма топлива, низкий уровень
P0004	Коло керування регулятором об'єму пального, високий рівень	Цепь управления регулятором объёма топлива, высокий уровень
P000E	Регулятор об'єму пального: перевищено межу навчання	Регулятор объёма топлива: превышен предел обучения
P0010	Коло приводу фаз розподільного вала (ряд 1)	Цепь привода фаз распределительного вала (ряд 1)
P0011	Фази впускного розподільного вала надто ранні (ряд 1)	Фазы впускного распределительного вала слишком ранние (ряд 1)
P0012	Фази впускного розподільного вала надто пізні (ряд 1)	Фазы впускного распределительного вала слишком поздние (ряд 1)
P0013	Коло приводу випускного розподільного вала розімкнене (ряд 1)	Цепь привода выпускного распределительного вала разомкнута (ряд 1)
P0014	Фази випускного розподільного вала надто ранні (ряд 1)	Фазы выпускного распределительного вала слишком ранние (ряд 1)
P0015	Фази випускного розподільного вала надто пізні (ряд 1)	Фазы выпускного распределительного вала слишком поздние (ряд 1)
P0016	Невідповідність положень колінчастого й розподільного валів (ряд 1, датчик 1)	Несоответствие положений коленчатого и распределительного валов (ряд 1, датчик 1)
P0018	Невідповідність положень колінчастого й розподільного валів (ряд 2, датчик 1)	Несоответствие положений коленчатого и распределительного валов (ряд 2, датчик 1)
P001A	Коло керування профілем впускного розподільного вала A розімкнене (ряд 1)	Цепь управления профилем впускного распределительного вала A разомкнута (ряд 1)
P001B	Коло керування профілем впускного розподільного вала A, низький рівень (ряд 1)	Цепь управления профилем впускного распределительного вала A, низкий уровень (ряд 1)
P001C	Коло керування профілем впускного розподільного вала A, високий рівень (ряд 1)	Цепь управления профилем впускного распределительного вала A, высокий уровень (ряд 1)
P001D	Коло керування профілем впускного розподільного вала A розімкнене (ряд 2)	Цепь управления профилем впускного распределительного вала A разомкнута (ряд 2)
P001E	Коло керування профілем впускного розподільного вала A, низький рівень (ряд 2)	Цепь управления профилем впускного распределительного вала A, низкий уровень (ряд 2)
P001F	Коло керування профілем впускного розподільного вала A, високий рівень (ряд 2)	Цепь управления профилем впускного распределительного вала A, высокий уровень (ряд 2)
P0020	Коло приводу фаз розподільного вала (ряд 2)	Цепь привода фаз распределительного вала (ряд 2)
P0021	Фази впускного розподільного вала надто ранні (ряд 2)	Фазы впускного распределительного вала слишком ранние (ряд 2)
P0022	Фази впускного розподільного вала надто пізні (ряд 2)	Фазы впускного распределительного вала слишком поздние (ряд 2)
P0023	Коло приводу випускного розподільного вала розімкнене (ряд 2)	Цепь привода выпускного распределительного вала разомкнута (ряд 2)
P0024	Фази випускного розподільного вала надто ранні (ряд 2)	Фазы выпускного распределительного вала слишком ранние (ряд 2)
P0025	Фази випускного розподільного вала надто пізні (ряд 2)	Фазы выпускного распределительного вала слишком поздние (ряд 2)
P0026	Клапан керування впускними клапанами, діапазон або робота (ряд 1)	Клапан управления впускными клапанами, диапазон или работа (ряд 1)
P0027	Клапан керування випускними клапанами, діапазон або робота (ряд 1)	Клапан управления выпускными клапанами, диапазон или работа (ряд 1)
P0028	Клапан керування впускними клапанами, діапазон або робота (ряд 2)	Клапан управления впускными клапанами, диапазон или работа (ряд 2)
P0029	Клапан керування випускними клапанами, діапазон або робота (ряд 2)	Клапан управления выпускными клапанами, диапазон или работа (ряд 2)
P0030	Коло керування підігрівачем кисневого датчика (ряд 1, датчик 1)	Цепь управления подогревателем кислородного датчика (ряд 1, датчик 1)
P0031	Коло керування підігрівачем кисневого датчика, низький рівень (ряд 1, датчик 1)	Цепь управления подогревателем кислородного датчика, низкий уровень (ряд 1, датчик 1)
P0032	Коло керування підігрівачем кисневого датчика, високий рівень (ряд 1, датчик 1)	Цепь управления подогревателем кислородного датчика, высокий уровень (ряд 1, датчик 1)
P0036	Коло керування підігрівачем кисневого датчика (ряд 1, датчик 2)	Цепь управления подогревателем кислородного датчика (ряд 1, датчик 2)
P0037	Коло керування підігрівачем кисневого датчика, низький рівень (ряд 1, датчик 2)	Цепь управления подогревателем кислородного датчика, низкий уровень (ряд 1, датчик 2)
P0038	Коло керування підігрівачем кисневого датчика, високий рівень (ряд 1, датчик 2)	Цепь управления подогревателем кислородного датчика, высокий уровень (ряд 1, датчик 2)
P003A	Керування наддувом A: перевищено межу навчання положення	Управление наддувом A: превышен предел обучения положения
P003C	Керування профілем впускного розподільного вала A: заклинило вимкненим (ряд 1)	Управление профилем впускного распределительного вала A: заклинило выключенным (ряд 1)
P003D	Керування профілем впускного розподільного вала A: заклинило увімкненим (ряд 1)	Управление профилем впускного распределительного вала A: заклинило включённым (ряд 1)
P003E	Керування профілем впускного розподільного вала A: заклинило вимкненим (ряд 2)	Управление профилем впускного распределительного вала A: заклинило выключенным (ряд 2)
P003F	Керування профілем впускного розподільного вала A: заклинило увімкненим (ряд 2)	Управление профилем впускного распределительного вала A: заклинило включённым (ряд 2)
P0040	Сигнали кисневих датчиків переплутано (ряд 1 і ряд 2, датчик 1)	Сигналы кислородных датчиков перепутаны (ряд 1 и ряд 2, датчик 1)
P0041	Сигнали кисневих датчиків переплутано (ряд 1 і ряд 2, датчик 2)	Сигналы кислородных датчиков перепутаны (ряд 1 и ряд 2, датчик 2)
P0045	Коло клапана керування наддувом розімкнене	Цепь клапана управления наддувом разомкнута
P0046	Клапан керування наддувом, діапазон або робота	Клапан управления наддувом, диапазон или работа
P0047	Коло клапана керування наддувом, низький рівень	Цепь клапана управления наддувом, низкий уровень
P0048	Коло клапана керування наддувом, високий рівень	Цепь клапана управления наддувом, высокий уровень
P004A	Коло клапана керування наддувом B розімкнене	Цепь клапана управления наддувом B разомкнута
P004B	Клапан керування наддувом B, діапазон або робота	Клапан управления наддувом B, диапазон или работа
P004C	Коло клапана керування наддувом B, низький рівень	Цепь клапана управления наддувом B, низкий уровень
P004D	Коло клапана керування наддувом B, високий рівень	Цепь клапана управления наддувом B, высокий уровень
P004E	Коло клапана керування наддувом A, переривчастий сигнал	Цепь клапана управления наддувом A, прерывистый сигнал
P0051	Коло керування підігрівачем кисневого датчика, низький рівень (ряд 2, датчик 1)	Цепь управления подогревателем кислородного датчика, низкий уровень (ряд 2, датчик 1)
P0052	Коло керування підігрівачем кисневого датчика, високий рівень (ряд 2, датчик 1)	Цепь управления подогревателем кислородного датчика, высокий уровень (ряд 2, датчик 1)
P0053	Опір підігрівача кисневого датчика (ряд 1, датчик 1)	Сопротивление подогревателя кислородного датчика (ряд 1, датчик 1)
P0054	Опір підігрівача кисневого датчика (ряд 1, датчик 2)	Сопротивление подогревателя кислородного датчика (ряд 1, датчик 2)
P0056	Коло керування підігрівачем кисневого датчика (ряд 2, датчик 2)	Цепь управления подогревателем кислородного датчика (ряд 2, датчик 2)
P0057	Коло керування підігрівачем кисневого датчика, низький рівень (ряд 2, датчик 2)	Цепь управления подогревателем кислородного датчика, низкий уровень (ряд 2, датчик 2)
P0058	Коло керування підігрівачем кисневого датчика, високий рівень (ряд 2, датчик 2)	Цепь управления подогревателем кислородного датчика, высокий уровень (ряд 2, датчик 2)
P005C	Перемикання профілю впускного розподільного вала: заклинило вимкненим (ряд 2)	Переключение профиля впускного распределительного вала: заклинило выключенным (ряд 2)
P0060	Опір підігрівача кисневого датчика (ряд 2, датчик 2)	Сопротивление подогревателя кислородного датчика (ряд 2, датчик 2)
P0065	Керування форсунками з повітряним розпиленням, діапазон або робота	Управление форсунками с воздушным распылением, диапазон или работа
P0066	Коло керування форсунками з повітряним розпиленням або низький рівень	Цепь управления форсунками с воздушным распылением или низкий уровень
P0069	Невідповідність тиску в колекторі й барометричного тиску	Несоответствие давления в коллекторе и барометрического давления
P006A	Невідповідність тиску в колекторі й витрати повітря	Несоответствие давления в коллекторе и расхода воздуха
P0070	Коло датчика температури зовнішнього повітря	Цепь датчика температуры наружного воздуха
P0071	Датчик температури зовнішнього повітря, діапазон або робота	Датчик температуры наружного воздуха, диапазон или работа
P0072	Коло датчика температури зовнішнього повітря, низький рівень	Цепь датчика температуры наружного воздуха, низкий уровень
P0073	Коло датчика температури зовнішнього повітря, високий рівень	Цепь датчика температуры наружного воздуха, высокий уровень
P0075	Коло керування впускними клапанами (ряд 1)	Цепь управления впускными клапанами (ряд 1)
P0076	Коло керування впускними клапанами, низький рівень (ряд 1)	Цепь управления впускными клапанами, низкий уровень (ряд 1)
P0077	Коло керування впускними клапанами, високий рівень (ряд 1)	Цепь управления впускными клапанами, высокий уровень (ряд 1)
P007A	Коло датчика температури інтеркулера (ряд 1)	Цепь датчика температуры интеркулера (ряд 1)
P007B	Датчик температури інтеркулера, діапазон або робота (ряд 1)	Датчик температуры интеркулера, диапазон или работа (ряд 1)
P007C	Коло датчика температури інтеркулера, низький рівень	Цепь датчика температуры интеркулера, низкий уровень
P007D	Коло датчика температури інтеркулера, високий рівень	Цепь датчика температуры интеркулера, высокий уровень
P007E	Коло датчика температури інтеркулера, переривчастий сигнал (ряд 1)	Цепь датчика температуры интеркулера, прерывистый сигнал (ряд 1)
P007F	Невідповідність датчиків температури інтеркулера рядів 1 і 2	Несоответствие датчиков температуры интеркулера рядов 1 и 2
P0081	Коло керування впускними клапанами (ряд 2)	Цепь управления впускными клапанами (ряд 2)
P0082	Коло керування впускними клапанами, низький рівень (ряд 2)	Цепь управления впускными клапанами, низкий уровень (ряд 2)
P0083	Коло керування впускними клапанами, високий рівень (ряд 2)	Цепь управления впускными клапанами, высокий уровень (ряд 2)
P0087	Тиск у паливній рампі надто низький	Давление в топливной рампе слишком низкое
P0088	Тиск у паливній рампі надто високий	Давление в топливной рампе слишком высокое
P0089	Робота регулятора тиску пального	Работа регулятора давления топлива
P008A	Тиск у контурі низького тиску пального надто низький	Давление в контуре низкого давления топлива слишком низкое
P008B	Тиск у контурі низького тиску пального надто високий	Давление в контуре низкого давления топлива слишком высокое
P0090	Коло керування регулятором тиску пального	Цепь управления регулятором давления топлива
P0091	Коло керування регулятором тиску пального, низький рівень	Цепь управления регулятором давления топлива, низкий уровень
P0092	Коло керування регулятором тиску пального, високий рівень	Цепь управления регулятором давления топлива, высокий уровень
P0093	Виявлено велику втрату герметичності паливної системи	Обнаружена большая утечка в топливной системе
P0095	Коло датчика температури повітря на впуску 2	Цепь датчика температуры воздуха на впуске 2
P0096	Датчик температури повітря на впуску 2, діапазон або робота	Датчик температуры воздуха на впуске 2, диапазон или работа
P0097	Коло датчика температури повітря на впуску 2, низький рівень	Цепь датчика температуры воздуха на впуске 2, низкий уровень
P0098	Коло датчика температури повітря на впуску 2, високий рівень	Цепь датчика температуры воздуха на впуске 2, высокий уровень
P0099	Коло датчика температури повітря на впуску 2, переривчастий сигнал	Цепь датчика температуры воздуха на впуске 2, прерывистый сигнал
P00A2	Коло датчика температури інтеркулера, низький рівень (ряд 2)	Цепь датчика температуры интеркулера, низкий уровень (ряд 2)
P00A3	Коло датчика температури інтеркулера, високий рівень (ряд 2)	Цепь датчика температуры интеркулера, высокий уровень (ряд 2)
P00A4	Коло датчика температури інтеркулера, переривчастий сигнал (ряд 2)	Цепь датчика температуры интеркулера, прерывистый сигнал (ряд 2)
P00AA	Коло датчика температури повітря на впуску 1 (ряд 2)	Цепь датчика температуры воздуха на впуске 1 (ряд 2)
P00AB	Датчик температури повітря на впуску 1, діапазон або робота (ряд 2)	Датчик температуры воздуха на впуске 1, диапазон или работа (ряд 2)
P00AC	Коло датчика температури повітря на впуску 1, низький рівень (ряд 2)	Цепь датчика температуры воздуха на впуске 1, низкий уровень (ряд 2)
P00AD	Коло датчика температури повітря на впуску 1, високий рівень (ряд 2)	Цепь датчика температуры воздуха на впуске 1, высокий уровень (ряд 2)
P00AF	Керування наддувом A, робота	Управление наддувом A, работа
P00B8	Невідповідність тиску в колекторі й витрати повітря (ряд 2)	Несоответствие давления в коллекторе и расхода воздуха (ряд 2)
P00BC	Витратомір повітря A: витрата надто мала	Расходомер воздуха A: расход слишком мал
P00BD	Витратомір повітря A: витрата надто велика	Расходомер воздуха A: расход слишком велик
P00BE	Витратомір повітря B: витрата надто мала	Расходомер воздуха B: расход слишком мал
P00BF	Витратомір повітря B: витрата надто велика	Расходомер воздуха B: расход слишком велик
P00C0	Коло керування перепускним клапаном турбіни B	Цепь управления перепускным клапаном турбины B
P00C1	Коло керування перепускним клапаном турбіни B, низький рівень	Цепь управления перепускным клапаном турбины B, низкий уровень
P00C2	Коло керування перепускним клапаном турбіни B, високий рівень	Цепь управления перепускным клапаном турбины B, высокий уровень
P00C6	Надто низький тиск у паливній рампі під час пуску	Слишком низкое давление в топливной рампе при пуске
P00C7	Невідповідність кількох датчиків тиску повітря на впуску	Несоответствие нескольких датчиков давления воздуха на впуске
P00CE	Невідповідність кількох датчиків температури повітря на впуску	Несоответствие нескольких датчиков температуры воздуха на впуске
P00CF	Невідповідність барометричного тиску й датчика наддуву A	Несоответствие барометрического давления и датчика наддува A
P00D1	Керування підігрівачем кисневого датчика, діапазон або робота (ряд 1, датчик 1)	Управление подогревателем кислородного датчика, диапазон или работа (ряд 1, датчик 1)
P00D3	Керування підігрівачем кисневого датчика, діапазон або робота (ряд 2, датчик 1)	Управление подогревателем кислородного датчика, диапазон или работа (ряд 2, датчик 1)
P0100	Коло витратоміра повітря	Цепь расходомера воздуха
P0101	Витратомір повітря, діапазон або робота	Расходомер воздуха, диапазон или работа
P0102	Коло витратоміра повітря, низький рівень сигналу	Цепь расходомера воздуха, низкий уровень сигнала
P0103	Коло витратоміра повітря, високий рівень сигналу	Цепь расходомера воздуха, высокий уровень сигнала
P0104	Коло витратоміра повітря, переривчастий сигнал	Цепь расходомера воздуха, прерывистый сигнал
